GEO_id,GEO_id2,GEO_display-label,Total_households,no_internet_households
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - No Internet access
1400000US42011010304,42011010304,"Census Tract 103.04, Berks County, Pennsylvania",1812,296
1400000US42011010400,42011010400,"Census Tract 104, Berks County, Pennsylvania",2879,678
1400000US42011010500,42011010500,"Census Tract 105, Berks County, Pennsylvania",2390,514
1400000US42011010600,42011010600,"Census Tract 106, Berks County, Pennsylvania",3173,319
1400000US42011010700,42011010700,"Census Tract 107, Berks County, Pennsylvania",2637,315
1400000US42011010801,42011010801,"Census Tract 108.01, Berks County, Pennsylvania",732,115
1400000US42011010802,42011010802,"Census Tract 108.02, Berks County, Pennsylvania",3490,246
1400000US42011010902,42011010902,"Census Tract 109.02, Berks County, Pennsylvania",1542,281
1400000US42011010903,42011010903,"Census Tract 109.03, Berks County, Pennsylvania",2437,429
1400000US42011010904,42011010904,"Census Tract 109.04, Berks County, Pennsylvania",1427,149
1400000US42011010905,42011010905,"Census Tract 109.05, Berks County, Pennsylvania",1812,304
1400000US42011011000,42011011000,"Census Tract 110, Berks County, Pennsylvania",1836,294
1400000US42011011101,42011011101,"Census Tract 111.01, Berks County, Pennsylvania",1034,189
1400000US42011011102,42011011102,"Census Tract 111.02, Berks County, Pennsylvania",2203,277
1400000US42011011200,42011011200,"Census Tract 112, Berks County, Pennsylvania",1657,355
1400000US42011011300,42011011300,"Census Tract 113, Berks County, Pennsylvania",1083,214
1400000US42011011400,42011011400,"Census Tract 114, Berks County, Pennsylvania",2193,313
1400000US42011011500,42011011500,"Census Tract 115, Berks County, Pennsylvania",1312,211
1400000US42011011601,42011011601,"Census Tract 116.01, Berks County, Pennsylvania",2194,375
1400000US42011011602,42011011602,"Census Tract 116.02, Berks County, Pennsylvania",1640,255
1400000US42011011603,42011011603,"Census Tract 116.03, Berks County, Pennsylvania",2781,316
1400000US42011011701,42011011701,"Census Tract 117.01, Berks County, Pennsylvania",2631,258
1400000US42011011702,42011011702,"Census Tract 117.02, Berks County, Pennsylvania",1696,238
1400000US42011011703,42011011703,"Census Tract 117.03, Berks County, Pennsylvania",1476,99
1400000US42011011800,42011011800,"Census Tract 118, Berks County, Pennsylvania",1980,278
1400000US42011011902,42011011902,"Census Tract 119.02, Berks County, Pennsylvania",1521,190
1400000US42011011903,42011011903,"Census Tract 119.03, Berks County, Pennsylvania",1598,96
1400000US42011011904,42011011904,"Census Tract 119.04, Berks County, Pennsylvania",2879,429
1400000US42011012001,42011012001,"Census Tract 120.01, Berks County, Pennsylvania",958,183
1400000US42011012002,42011012002,"Census Tract 120.02, Berks County, Pennsylvania",3703,354
1400000US42011012101,42011012101,"Census Tract 121.01, Berks County, Pennsylvania",792,129
1400000US42011012103,42011012103,"Census Tract 121.03, Berks County, Pennsylvania",897,103
1400000US42011012104,42011012104,"Census Tract 121.04, Berks County, Pennsylvania",1280,201
1400000US42011012105,42011012105,"Census Tract 121.05, Berks County, Pennsylvania",2971,201
1400000US42011012200,42011012200,"Census Tract 122, Berks County, Pennsylvania",1270,188
1400000US42011012300,42011012300,"Census Tract 123, Berks County, Pennsylvania",1828,253
1400000US42011012400,42011012400,"Census Tract 124, Berks County, Pennsylvania",2514,454
1400000US42011012500,42011012500,"Census Tract 125, Berks County, Pennsylvania",789,164
1400000US42011012600,42011012600,"Census Tract 126, Berks County, Pennsylvania",854,162
1400000US42011012700,42011012700,"Census Tract 127, Berks County, Pennsylvania",3565,555
1400000US42011012800,42011012800,"Census Tract 128, Berks County, Pennsylvania",1552,284
1400000US42011012900,42011012900,"Census Tract 129, Berks County, Pennsylvania",3160,489
1400000US42011013000,42011013000,"Census Tract 130, Berks County, Pennsylvania",2687,535
1400000US42011013100,42011013100,"Census Tract 131, Berks County, Pennsylvania",2090,290
1400000US42011013200,42011013200,"Census Tract 132, Berks County, Pennsylvania",1904,457
1400000US42011013301,42011013301,"Census Tract 133.01, Berks County, Pennsylvania",1212,201
1400000US42011013302,42011013302,"Census Tract 133.02, Berks County, Pennsylvania",2277,315
1400000US42011013401,42011013401,"Census Tract 134.01, Berks County, Pennsylvania",2970,434
1400000US42011013402,42011013402,"Census Tract 134.02, Berks County, Pennsylvania",1185,180
1400000US42011013500,42011013500,"Census Tract 135, Berks County, Pennsylvania",4350,463
1400000US42011013600,42011013600,"Census Tract 136, Berks County, Pennsylvania",1548,166
1400000US42011013701,42011013701,"Census Tract 137.01, Berks County, Pennsylvania",1421,332
1400000US42011013702,42011013702,"Census Tract 137.02, Berks County, Pennsylvania",1571,287
1400000US42011013800,42011013800,"Census Tract 138, Berks County, Pennsylvania",1948,605
1400000US42011013900,42011013900,"Census Tract 139, Berks County, Pennsylvania",3203,465
1400000US42011014000,42011014000,"Census Tract 140, Berks County, Pennsylvania",1994,309
1400000US42011014100,42011014100,"Census Tract 141, Berks County, Pennsylvania",1462,342
1400000US42011014200,42011014200,"Census Tract 142, Berks County, Pennsylvania",3137,645
1400000US42013010101,42013010101,"Census Tract 101.01, Blair County, Pennsylvania",1515,390
1400000US42013010102,42013010102,"Census Tract 101.02, Blair County, Pennsylvania",1209,241
1400000US42013010103,42013010103,"Census Tract 101.03, Blair County, Pennsylvania",1011,251
1400000US42013010401,42013010401,"Census Tract 104.01, Blair County, Pennsylvania",736,158
1400000US42013010402,42013010402,"Census Tract 104.02, Blair County, Pennsylvania",2538,557
1400000US42013010500,42013010500,"Census Tract 105, Blair County, Pennsylvania",1742,412
1400000US42013010600,42013010600,"Census Tract 106, Blair County, Pennsylvania",1080,215
1400000US42013010700,42013010700,"Census Tract 107, Blair County, Pennsylvania",2676,740
1400000US42013010800,42013010800,"Census Tract 108, Blair County, Pennsylvania",1316,314
1400000US42013010900,42013010900,"Census Tract 109, Blair County, Pennsylvania",2744,406
1400000US42013011001,42013011001,"Census Tract 110.01, Blair County, Pennsylvania",1554,368
1400000US42013011002,42013011002,"Census Tract 110.02, Blair County, Pennsylvania",1704,474
1400000US42013011100,42013011100,"Census Tract 111, Blair County, Pennsylvania",2541,470
1400000US42013011200,42013011200,"Census Tract 112, Blair County, Pennsylvania",2842,837
1400000US42013011300,42013011300,"Census Tract 113, Blair County, Pennsylvania",2361,642
1400000US42013011400,42013011400,"Census Tract 114, Blair County, Pennsylvania",1018,134
1400000US42013011500,42013011500,"Census Tract 115, Blair County, Pennsylvania",2428,535
1400000US42013011600,42013011600,"Census Tract 116, Blair County, Pennsylvania",1649,425
1400000US42013100200,42013100200,"Census Tract 1002, Blair County, Pennsylvania",971,210
1400000US42013100300,42013100300,"Census Tract 1003, Blair County, Pennsylvania",1329,328
1400000US42013100400,42013100400,"Census Tract 1004, Blair County, Pennsylvania",612,137
1400000US42013100500,42013100500,"Census Tract 1005, Blair County, Pennsylvania",1348,147
1400000US42013100600,42013100600,"Census Tract 1006, Blair County, Pennsylvania",1014,160
1400000US42013100700,42013100700,"Census Tract 1007, Blair County, Pennsylvania",940,244
1400000US42013100800,42013100800,"Census Tract 1008, Blair County, Pennsylvania",594,89
1400000US42013100900,42013100900,"Census Tract 1009, Blair County, Pennsylvania",1673,268
1400000US42013101100,42013101100,"Census Tract 1011, Blair County, Pennsylvania",651,124
1400000US42013101200,42013101200,"Census Tract 1012, Blair County, Pennsylvania",1841,334
1400000US42013101400,42013101400,"Census Tract 1014, Blair County, Pennsylvania",1452,377
1400000US42013101500,42013101500,"Census Tract 1015, Blair County, Pennsylvania",1452,380
1400000US42013101600,42013101600,"Census Tract 1016, Blair County, Pennsylvania",1358,502
1400000US42013101700,42013101700,"Census Tract 1017, Blair County, Pennsylvania",1522,389
1400000US42013101800,42013101800,"Census Tract 1018, Blair County, Pennsylvania",1201,291
1400000US42013101900,42013101900,"Census Tract 1019, Blair County, Pennsylvania",1016,567
1400000US42015950100,42015950100,"Census Tract 9501, Bradford County, Pennsylvania",1552,327
1400000US42015950200,42015950200,"Census Tract 9502, Bradford County, Pennsylvania",1956,408
1400000US42015950300,42015950300,"Census Tract 9503, Bradford County, Pennsylvania",2559,535
1400000US42015950400,42015950400,"Census Tract 9504, Bradford County, Pennsylvania",1326,331
1400000US42015950500,42015950500,"Census Tract 9505, Bradford County, Pennsylvania",2693,512
1400000US42015950600,42015950600,"Census Tract 9506, Bradford County, Pennsylvania",1544,298
1400000US42015950700,42015950700,"Census Tract 9507, Bradford County, Pennsylvania",1808,370
1400000US42015950800,42015950800,"Census Tract 9508, Bradford County, Pennsylvania",1513,329
1400000US42015950900,42015950900,"Census Tract 9509, Bradford County, Pennsylvania",2224,529
1400000US42015951000,42015951000,"Census Tract 9510, Bradford County, Pennsylvania",1304,334
1400000US42015951100,42015951100,"Census Tract 9511, Bradford County, Pennsylvania",1156,219
1400000US42015951200,42015951200,"Census Tract 9512, Bradford County, Pennsylvania",2119,485
1400000US42015951300,42015951300,"Census Tract 9513, Bradford County, Pennsylvania",1547,382
1400000US42015951400,42015951400,"Census Tract 9514, Bradford County, Pennsylvania",1550,472
1400000US42017100102,42017100102,"Census Tract 1001.02, Bucks County, Pennsylvania",1322,159
1400000US42017100103,42017100103,"Census Tract 1001.03, Bucks County, Pennsylvania",1107,102
1400000US42017100104,42017100104,"Census Tract 1001.04, Bucks County, Pennsylvania",1771,367
1400000US42017100105,42017100105,"Census Tract 1001.05, Bucks County, Pennsylvania",1187,145
1400000US42017100201,42017100201,"Census Tract 1002.01, Bucks County, Pennsylvania",1593,136
1400000US42017100206,42017100206,"Census Tract 1002.06, Bucks County, Pennsylvania",1904,146
1400000US42017100207,42017100207,"Census Tract 1002.07, Bucks County, Pennsylvania",1718,364
1400000US42017100208,42017100208,"Census Tract 1002.08, Bucks County, Pennsylvania",2624,663
1400000US42017100209,42017100209,"Census Tract 1002.09, Bucks County, Pennsylvania",3636,444
1400000US42017100210,42017100210,"Census Tract 1002.10, Bucks County, Pennsylvania",2668,475
1400000US42017100211,42017100211,"Census Tract 1002.11, Bucks County, Pennsylvania",2903,388
1400000US42017100212,42017100212,"Census Tract 1002.12, Bucks County, Pennsylvania",1401,175
1400000US42017100302,42017100302,"Census Tract 1003.02, Bucks County, Pennsylvania",1690,258
1400000US42017100303,42017100303,"Census Tract 1003.03, Bucks County, Pennsylvania",1643,342
1400000US42017100304,42017100304,"Census Tract 1003.04, Bucks County, Pennsylvania",1064,227
1400000US42017100306,42017100306,"Census Tract 1003.06, Bucks County, Pennsylvania",1334,293
1400000US42017100307,42017100307,"Census Tract 1003.07, Bucks County, Pennsylvania",1942,224
1400000US42017100401,42017100401,"Census Tract 1004.01, Bucks County, Pennsylvania",2385,302
1400000US42017100402,42017100402,"Census Tract 1004.02, Bucks County, Pennsylvania",2340,379
1400000US42017100403,42017100403,"Census Tract 1004.03, Bucks County, Pennsylvania",804,128
1400000US42017100404,42017100404,"Census Tract 1004.04, Bucks County, Pennsylvania",2249,285
1400000US42017100406,42017100406,"Census Tract 1004.06, Bucks County, Pennsylvania",1410,145
1400000US42017100407,42017100407,"Census Tract 1004.07, Bucks County, Pennsylvania",425,51
1400000US42017100408,42017100408,"Census Tract 1004.08, Bucks County, Pennsylvania",2134,192
1400000US42017100500,42017100500,"Census Tract 1005, Bucks County, Pennsylvania",1031,141
1400000US42017100600,42017100600,"Census Tract 1006, Bucks County, Pennsylvania",1483,371
1400000US42017100700,42017100700,"Census Tract 1007, Bucks County, Pennsylvania",1246,342
1400000US42017100803,42017100803,"Census Tract 1008.03, Bucks County, Pennsylvania",1632,193
1400000US42017100804,42017100804,"Census Tract 1008.04, Bucks County, Pennsylvania",1219,130
1400000US42017100805,42017100805,"Census Tract 1008.05, Bucks County, Pennsylvania",2062,361
1400000US42017100807,42017100807,"Census Tract 1008.07, Bucks County, Pennsylvania",1713,254
1400000US42017100808,42017100808,"Census Tract 1008.08, Bucks County, Pennsylvania",2001,124
1400000US42017100809,42017100809,"Census Tract 1008.09, Bucks County, Pennsylvania",1938,49
1400000US42017100811,42017100811,"Census Tract 1008.11, Bucks County, Pennsylvania",2010,183
1400000US42017100900,42017100900,"Census Tract 1009, Bucks County, Pennsylvania",2705,149
1400000US42017101100,42017101100,"Census Tract 1011, Bucks County, Pennsylvania",1079,167
1400000US42017101401,42017101401,"Census Tract 1014.01, Bucks County, Pennsylvania",1544,155
1400000US42017101403,42017101403,"Census Tract 1014.03, Bucks County, Pennsylvania",2138,148
1400000US42017101404,42017101404,"Census Tract 1014.04, Bucks County, Pennsylvania",859,122
1400000US42017101405,42017101405,"Census Tract 1014.05, Bucks County, Pennsylvania",2544,261
1400000US42017101503,42017101503,"Census Tract 1015.03, Bucks County, Pennsylvania",1563,139
1400000US42017101504,42017101504,"Census Tract 1015.04, Bucks County, Pennsylvania",1112,256
1400000US42017101505,42017101505,"Census Tract 1015.05, Bucks County, Pennsylvania",1156,42
1400000US42017101506,42017101506,"Census Tract 1015.06, Bucks County, Pennsylvania",2044,202
1400000US42017101603,42017101603,"Census Tract 1016.03, Bucks County, Pennsylvania",1194,195
1400000US42017101605,42017101605,"Census Tract 1016.05, Bucks County, Pennsylvania",1595,486
1400000US42017101607,42017101607,"Census Tract 1016.07, Bucks County, Pennsylvania",1449,225
1400000US42017101609,42017101609,"Census Tract 1016.09, Bucks County, Pennsylvania",1695,172
1400000US42017101610,42017101610,"Census Tract 1016.10, Bucks County, Pennsylvania",1744,161
1400000US42017101611,42017101611,"Census Tract 1016.11, Bucks County, Pennsylvania",2647,261
1400000US42017101802,42017101802,"Census Tract 1018.02, Bucks County, Pennsylvania",1971,72
1400000US42017101803,42017101803,"Census Tract 1018.03, Bucks County, Pennsylvania",3087,250
1400000US42017101805,42017101805,"Census Tract 1018.05, Bucks County, Pennsylvania",750,45
1400000US42017101807,42017101807,"Census Tract 1018.07, Bucks County, Pennsylvania",1517,48
1400000US42017101808,42017101808,"Census Tract 1018.08, Bucks County, Pennsylvania",1089,157
1400000US42017101900,42017101900,"Census Tract 1019, Bucks County, Pennsylvania",1539,68
1400000US42017102002,42017102002,"Census Tract 1020.02, Bucks County, Pennsylvania",917,74
1400000US42017102003,42017102003,"Census Tract 1020.03, Bucks County, Pennsylvania",1499,95
1400000US42017102004,42017102004,"Census Tract 1020.04, Bucks County, Pennsylvania",1805,210
1400000US42017102102,42017102102,"Census Tract 1021.02, Bucks County, Pennsylvania",1237,82
1400000US42017102104,42017102104,"Census Tract 1021.04, Bucks County, Pennsylvania",2140,225
1400000US42017102300,42017102300,"Census Tract 1023, Bucks County, Pennsylvania",2003,148
1400000US42017102401,42017102401,"Census Tract 1024.01, Bucks County, Pennsylvania",1678,269
1400000US42017102402,42017102402,"Census Tract 1024.02, Bucks County, Pennsylvania",1711,116
1400000US42017102500,42017102500,"Census Tract 1025, Bucks County, Pennsylvania",1635,271
1400000US42017102600,42017102600,"Census Tract 1026, Bucks County, Pennsylvania",992,273
1400000US42017102700,42017102700,"Census Tract 1027, Bucks County, Pennsylvania",2247,446
1400000US42017102801,42017102801,"Census Tract 1028.01, Bucks County, Pennsylvania",1252,111
1400000US42017103101,42017103101,"Census Tract 1031.01, Bucks County, Pennsylvania",921,132
1400000US42017103102,42017103102,"Census Tract 1031.02, Bucks County, Pennsylvania",779,136
1400000US42017103103,42017103103,"Census Tract 1031.03, Bucks County, Pennsylvania",1909,491
1400000US42017103300,42017103300,"Census Tract 1033, Bucks County, Pennsylvania",865,124
1400000US42017103400,42017103400,"Census Tract 1034, Bucks County, Pennsylvania",2084,274
1400000US42017103700,42017103700,"Census Tract 1037, Bucks County, Pennsylvania",1426,165
1400000US42017103800,42017103800,"Census Tract 1038, Bucks County, Pennsylvania",552,122
1400000US42017103900,42017103900,"Census Tract 1039, Bucks County, Pennsylvania",1809,240
1400000US42017104000,42017104000,"Census Tract 1040, Bucks County, Pennsylvania",2677,165
1400000US42017104100,42017104100,"Census Tract 1041, Bucks County, Pennsylvania",899,95
1400000US42017104201,42017104201,"Census Tract 1042.01, Bucks County, Pennsylvania",1084,48
1400000US42017104203,42017104203,"Census Tract 1042.03, Bucks County, Pennsylvania",1972,188
1400000US42017104204,42017104204,"Census Tract 1042.04, Bucks County, Pennsylvania",1737,93
1400000US42017104301,42017104301,"Census Tract 1043.01, Bucks County, Pennsylvania",1117,149
1400000US42017104303,42017104303,"Census Tract 1043.03, Bucks County, Pennsylvania",1987,90
1400000US42017104304,42017104304,"Census Tract 1043.04, Bucks County, Pennsylvania",503,25
1400000US42017104400,42017104400,"Census Tract 1044, Bucks County, Pennsylvania",1164,133
1400000US42017104502,42017104502,"Census Tract 1045.02, Bucks County, Pennsylvania",3000,228
1400000US42017104503,42017104503,"Census Tract 1045.03, Bucks County, Pennsylvania",1467,93
1400000US42017104505,42017104505,"Census Tract 1045.05, Bucks County, Pennsylvania",1902,37
1400000US42017104506,42017104506,"Census Tract 1045.06, Bucks County, Pennsylvania",845,6
1400000US42017104601,42017104601,"Census Tract 1046.01, Bucks County, Pennsylvania",1608,54
1400000US42017104603,42017104603,"Census Tract 1046.03, Bucks County, Pennsylvania",1995,299
1400000US42017104604,42017104604,"Census Tract 1046.04, Bucks County, Pennsylvania",2291,199
1400000US42017104701,42017104701,"Census Tract 1047.01, Bucks County, Pennsylvania",1717,332
1400000US42017104702,42017104702,"Census Tract 1047.02, Bucks County, Pennsylvania",1136,52
1400000US42017104703,42017104703,"Census Tract 1047.03, Bucks County, Pennsylvania",918,69
1400000US42017104800,42017104800,"Census Tract 1048, Bucks County, Pennsylvania",982,75
1400000US42017104901,42017104901,"Census Tract 1049.01, Bucks County, Pennsylvania",2482,147
1400000US42017104902,42017104902,"Census Tract 1049.02, Bucks County, Pennsylvania",2845,124
1400000US42017105003,42017105003,"Census Tract 1050.03, Bucks County, Pennsylvania",1654,107
1400000US42017105004,42017105004,"Census Tract 1050.04, Bucks County, Pennsylvania",1830,111
1400000US42017105006,42017105006,"Census Tract 1050.06, Bucks County, Pennsylvania",1833,68
1400000US42017105008,42017105008,"Census Tract 1050.08, Bucks County, Pennsylvania",1391,13
1400000US42017105009,42017105009,"Census Tract 1050.09, Bucks County, Pennsylvania",1556,330
1400000US42017105010,42017105010,"Census Tract 1050.10, Bucks County, Pennsylvania",1535,21
1400000US42017105011,42017105011,"Census Tract 1050.11, Bucks County, Pennsylvania",1347,94
1400000US42017105012,42017105012,"Census Tract 1050.12, Bucks County, Pennsylvania",930,53
1400000US42017105013,42017105013,"Census Tract 1050.13, Bucks County, Pennsylvania",1899,110
1400000US42017105100,42017105100,"Census Tract 1051, Bucks County, Pennsylvania",1057,10
1400000US42017105202,42017105202,"Census Tract 1052.02, Bucks County, Pennsylvania",2202,141
1400000US42017105203,42017105203,"Census Tract 1052.03, Bucks County, Pennsylvania",737,44
1400000US42017105206,42017105206,"Census Tract 1052.06, Bucks County, Pennsylvania",1895,71
1400000US42017105207,42017105207,"Census Tract 1052.07, Bucks County, Pennsylvania",1925,95
1400000US42017105208,42017105208,"Census Tract 1052.08, Bucks County, Pennsylvania",728,18
1400000US42017105300,42017105300,"Census Tract 1053, Bucks County, Pennsylvania",940,63
1400000US42017105400,42017105400,"Census Tract 1054, Bucks County, Pennsylvania",2865,54
1400000US42017105505,42017105505,"Census Tract 1055.05, Bucks County, Pennsylvania",1478,19
1400000US42017105506,42017105506,"Census Tract 1055.06, Bucks County, Pennsylvania",1269,40
1400000US42017105507,42017105507,"Census Tract 1055.07, Bucks County, Pennsylvania",2462,203
1400000US42017105508,42017105508,"Census Tract 1055.08, Bucks County, Pennsylvania",1118,10
1400000US42017105509,42017105509,"Census Tract 1055.09, Bucks County, Pennsylvania",1542,94
1400000US42017105510,42017105510,"Census Tract 1055.10, Bucks County, Pennsylvania",2594,88
1400000US42017105511,42017105511,"Census Tract 1055.11, Bucks County, Pennsylvania",1537,29
1400000US42017105600,42017105600,"Census Tract 1056, Bucks County, Pennsylvania",1068,70
1400000US42017105702,42017105702,"Census Tract 1057.02, Bucks County, Pennsylvania",1262,123
1400000US42017105704,42017105704,"Census Tract 1057.04, Bucks County, Pennsylvania",2542,485
1400000US42017105801,42017105801,"Census Tract 1058.01, Bucks County, Pennsylvania",2301,133
1400000US42017105805,42017105805,"Census Tract 1058.05, Bucks County, Pennsylvania",2233,372
1400000US42017105807,42017105807,"Census Tract 1058.07, Bucks County, Pennsylvania",1578,370
1400000US42017105808,42017105808,"Census Tract 1058.08, Bucks County, Pennsylvania",1283,183
1400000US42017105809,42017105809,"Census Tract 1058.09, Bucks County, Pennsylvania",1485,221
1400000US42017105810,42017105810,"Census Tract 1058.10, Bucks County, Pennsylvania",807,244
1400000US42017105811,42017105811,"Census Tract 1058.11, Bucks County, Pennsylvania",2097,270
1400000US42017105812,42017105812,"Census Tract 1058.12, Bucks County, Pennsylvania",584,44
1400000US42017105900,42017105900,"Census Tract 1059, Bucks County, Pennsylvania",735,144
1400000US42017106000,42017106000,"Census Tract 1060, Bucks County, Pennsylvania",1636,184
1400000US42017106100,42017106100,"Census Tract 1061, Bucks County, Pennsylvania",859,141
1400000US42017106200,42017106200,"Census Tract 1062, Bucks County, Pennsylvania",3071,761
1400000US42017106300,42017106300,"Census Tract 1063, Bucks County, Pennsylvania",2478,135
1400000US42017106401,42017106401,"Census Tract 1064.01, Bucks County, Pennsylvania",2735,338
1400000US42017106402,42017106402,"Census Tract 1064.02, Bucks County, Pennsylvania",2825,323
1400000US42017106500,42017106500,"Census Tract 1065, Bucks County, Pennsylvania",2797,453
1400000US42017106600,42017106600,"Census Tract 1066, Bucks County, Pennsylvania",810,90
1400000US42017980000,42017980000,"Census Tract 9800, Bucks County, Pennsylvania",0,0
1400000US42019902100,42019902100,"Census Tract 9021, Butler County, Pennsylvania",1021,265
1400000US42019902200,42019902200,"Census Tract 9022, Butler County, Pennsylvania",878,241
1400000US42019902300,42019902300,"Census Tract 9023, Butler County, Pennsylvania",1274,357
1400000US42019902400,42019902400,"Census Tract 9024, Butler County, Pennsylvania",1191,324
1400000US42019902500,42019902500,"Census Tract 9025, Butler County, Pennsylvania",1617,422
1400000US42019902600,42019902600,"Census Tract 9026, Butler County, Pennsylvania",1215,231
1400000US42019902700,42019902700,"Census Tract 9027, Butler County, Pennsylvania",960,182
1400000US42019902800,42019902800,"Census Tract 9028, Butler County, Pennsylvania",1342,342
1400000US42019902900,42019902900,"Census Tract 9029, Butler County, Pennsylvania",802,133
1400000US42019903000,42019903000,"Census Tract 9030, Butler County, Pennsylvania",1937,352
1400000US42019903100,42019903100,"Census Tract 9031, Butler County, Pennsylvania",1218,153
1400000US42019910100,42019910100,"Census Tract 9101, Butler County, Pennsylvania",1726,368
1400000US42019910200,42019910200,"Census Tract 9102, Butler County, Pennsylvania",1939,422
1400000US42019910301,42019910301,"Census Tract 9103.01, Butler County, Pennsylvania",2086,247
1400000US42019910302,42019910302,"Census Tract 9103.02, Butler County, Pennsylvania",1792,221
1400000US42019910400,42019910400,"Census Tract 9104, Butler County, Pennsylvania",1089,98
1400000US42019910500,42019910500,"Census Tract 9105, Butler County, Pennsylvania",4,0
1400000US42019910600,42019910600,"Census Tract 9106, Butler County, Pennsylvania",1710,378
1400000US42019910700,42019910700,"Census Tract 9107, Butler County, Pennsylvania",1158,174
1400000US42019910800,42019910800,"Census Tract 9108, Butler County, Pennsylvania",1201,247
1400000US42019910900,42019910900,"Census Tract 9109, Butler County, Pennsylvania",2178,302
1400000US42019911000,42019911000,"Census Tract 9110, Butler County, Pennsylvania",2729,428
1400000US42019911100,42019911100,"Census Tract 9111, Butler County, Pennsylvania",1987,292
1400000US42019911200,42019911200,"Census Tract 9112, Butler County, Pennsylvania",2188,485
1400000US42019911300,42019911300,"Census Tract 9113, Butler County, Pennsylvania",2112,418
1400000US42019911400,42019911400,"Census Tract 9114, Butler County, Pennsylvania",1620,358
1400000US42019911501,42019911501,"Census Tract 9115.01, Butler County, Pennsylvania",2138,415
1400000US42019911502,42019911502,"Census Tract 9115.02, Butler County, Pennsylvania",1788,310
1400000US42019911600,42019911600,"Census Tract 9116, Butler County, Pennsylvania",2075,362
1400000US42019911700,42019911700,"Census Tract 9117, Butler County, Pennsylvania",1848,308
1400000US42019911800,42019911800,"Census Tract 9118, Butler County, Pennsylvania",2455,216
1400000US42019911900,42019911900,"Census Tract 9119, Butler County, Pennsylvania",2186,384
1400000US42019912001,42019912001,"Census Tract 9120.01, Butler County, Pennsylvania",1772,92
1400000US42019912002,42019912002,"Census Tract 9120.02, Butler County, Pennsylvania",2268,261
1400000US42019912101,42019912101,"Census Tract 9121.01, Butler County, Pennsylvania",1695,28
1400000US42019912102,42019912102,"Census Tract 9121.02, Butler County, Pennsylvania",1110,65
1400000US42019912200,42019912200,"Census Tract 9122, Butler County, Pennsylvania",1376,59
1400000US42019912301,42019912301,"Census Tract 9123.01, Butler County, Pennsylvania",2048,87
1400000US42019912303,42019912303,"Census Tract 9123.03, Butler County, Pennsylvania",1232,29
1400000US42019912304,42019912304,"Census Tract 9123.04, Butler County, Pennsylvania",1224,30
1400000US42019912401,42019912401,"Census Tract 9124.01, Butler County, Pennsylvania",3282,219
1400000US42019912402,42019912402,"Census Tract 9124.02, Butler County, Pennsylvania",2869,371
1400000US42019912700,42019912700,"Census Tract 9127, Butler County, Pennsylvania",3062,496
1400000US42019912800,42019912800,"Census Tract 9128, Butler County, Pennsylvania",2194,175
1400000US42021000100,42021000100,"Census Tract 1, Cambria County, Pennsylvania",894,558
1400000US42021000200,42021000200,"Census Tract 2, Cambria County, Pennsylvania",301,123
1400000US42021000300,42021000300,"Census Tract 3, Cambria County, Pennsylvania",707,124
1400000US42021000500,42021000500,"Census Tract 5, Cambria County, Pennsylvania",831,176
1400000US42021000600,42021000600,"Census Tract 6, Cambria County, Pennsylvania",800,262
1400000US42021000700,42021000700,"Census Tract 7, Cambria County, Pennsylvania",1414,306
1400000US42021001200,42021001200,"Census Tract 12, Cambria County, Pennsylvania",1451,335
1400000US42021010100,42021010100,"Census Tract 101, Cambria County, Pennsylvania",1723,407
1400000US42021010200,42021010200,"Census Tract 102, Cambria County, Pennsylvania",609,150
1400000US42021010300,42021010300,"Census Tract 103, Cambria County, Pennsylvania",970,247
1400000US42021010500,42021010500,"Census Tract 105, Cambria County, Pennsylvania",1730,474
1400000US42021010600,42021010600,"Census Tract 106, Cambria County, Pennsylvania",1103,152
1400000US42021010700,42021010700,"Census Tract 107, Cambria County, Pennsylvania",1243,193
1400000US42021010801,42021010801,"Census Tract 108.01, Cambria County, Pennsylvania",2321,410
1400000US42021011000,42021011000,"Census Tract 110, Cambria County, Pennsylvania",695,139
1400000US42021011100,42021011100,"Census Tract 111, Cambria County, Pennsylvania",2239,412
1400000US42021011200,42021011200,"Census Tract 112, Cambria County, Pennsylvania",939,120
1400000US42021011300,42021011300,"Census Tract 113, Cambria County, Pennsylvania",2096,307
1400000US42021011400,42021011400,"Census Tract 114, Cambria County, Pennsylvania",1779,534
1400000US42021011500,42021011500,"Census Tract 115, Cambria County, Pennsylvania",1738,363
1400000US42021011600,42021011600,"Census Tract 116, Cambria County, Pennsylvania",1157,350
1400000US42021011700,42021011700,"Census Tract 117, Cambria County, Pennsylvania",965,234
1400000US42021011800,42021011800,"Census Tract 118, Cambria County, Pennsylvania",1586,382
1400000US42021011900,42021011900,"Census Tract 119, Cambria County, Pennsylvania",1479,360
1400000US42021012000,42021012000,"Census Tract 120, Cambria County, Pennsylvania",2459,610
1400000US42021012100,42021012100,"Census Tract 121, Cambria County, Pennsylvania",950,248
1400000US42021012200,42021012200,"Census Tract 122, Cambria County, Pennsylvania",1465,318
1400000US42021012300,42021012300,"Census Tract 123, Cambria County, Pennsylvania",832,177
1400000US42021012400,42021012400,"Census Tract 124, Cambria County, Pennsylvania",1448,331
1400000US42021012500,42021012500,"Census Tract 125, Cambria County, Pennsylvania",2133,455
